dim_hidden,seed,param_num,train_loss_bellman,test_loss_bellman,abs_rel_err_test_median,abs_rel_err_test_max,abs_rel_err_test_10_percentile,abs_rel_err_test_90_percentile
41,22,165,8.936845551943406e-05,7.857473974581808e-05,0.027654187753796577,0.054007261991500854,0.004186272621154785,0.04813694953918457
41,23,165,0.00015493010869249701,0.00019029073882848024,0.03566154092550278,0.08648542314767838,0.008374710567295551,0.06936352699995041
41,24,165,0.00010025070514529943,0.000232002348639071,0.0026500814128667116,0.020817875862121582,0.0007856896263547242,0.01631130836904049
41,25,165,7.486045797122642e-05,0.0001482299849158153,0.034861933439970016,0.045012760907411575,0.03183634951710701,0.03971870243549347
41,26,165,0.00011320686462568119,0.00020643137395381927,0.009106460958719254,0.028677744790911674,0.0037874754052609205,0.02378472499549389
41,27,165,6.915468111401424e-05,0.00013513644807972014,0.027345240116119385,0.035318534821271896,0.021183516830205917,0.03328416496515274
41,28,165,8.398079080507159e-05,9.693450556369498e-05,0.031756166368722916,0.05108620226383209,0.019391529262065887,0.04383574798703194
41,29,165,0.00015324022388085723,0.00031348521588370204,0.009053001180291176,0.02961690165102482,0.004821069072932005,0.022636041045188904
41,30,165,4.756769703817554e-05,0.00010626413859426975,0.02584601379930973,0.03835882991552353,0.021981140598654747,0.03220490366220474
41,31,165,0.00013947307888884097,0.00017044096603058279,0.008624610491096973,0.035230208188295364,0.002418509451672435,0.01646283082664013
41,32,165,0.00013086851686239243,0.00029536819783970714,0.009264782071113586,0.033495936542749405,0.0004236038657836616,0.024070296436548233
41,33,165,0.0001618406968191266,0.00020219894940964878,0.033146344125270844,0.08230239152908325,0.0044616772793233395,0.06913070380687714
41,34,165,0.00013179857342038304,0.00020657034474425018,0.017888374626636505,0.05035751685500145,0.00689990958198905,0.04331982135772705
41,35,165,9.41399994189851e-05,0.00015371153131127357,0.011964883655309677,0.036112554371356964,0.0024143431801348925,0.027943003922700882
